"book","word","n"
"Mansfield Park","mother",89
"Emma","coming",89
"Emma","present",89
"Northanger Abbey","again",89
"Persuasion","however",89
"Sense & Sensibility","hope",88
"Sense & Sensibility","nor",88
"Pride & Prejudice","longbourn",88
"Pride & Prejudice","really",88
"Mansfield Park","manner",88
"Mansfield Park","really",88
"Mansfield Park","seen",88
"Emma","almost",88
"Emma","john",88
"Emma","knew",88
"Northanger Abbey","dear",88
"Northanger Abbey","here",88
"Northanger Abbey","man",88
"Northanger Abbey","may",88
"Northanger Abbey","upon",88
"Persuasion","go",88
"Persuasion","last",88
"Persuasion","make",88
"Sense & Sensibility","cried",87
"Sense & Sensibility","middleton",87
"Sense & Sensibility","moment",87
"Sense & Sensibility","perhaps",87
"Sense & Sensibility","place",87
"Pride & Prejudice","believe",87
"Mansfield Park","hear",87
"Mansfield Park","off",87
"Northanger Abbey","always",87
"Northanger Abbey","quite",87
"Persuasion","better",87
"Persuasion","may",87
"Persuasion","place",87
"Sense & Sensibility","really",86
"Sense & Sensibility","town",86
"Pride & Prejudice","feelings",86
"Mansfield Park","happiness",86
"Mansfield Park","looking",86
"Emma","visit",86
"Emma","where",86
"Northanger Abbey","two",86
"Sense & Sensibility","almost",85
"Emma","best",85
"Emma","both",85
"Emma","least",85
"Emma","old",85
"Northanger Abbey","shall",85
"Persuasion","many",85
"Sense & Sensibility","present",84
"Pride & Prejudice","gardiner",84
"Pride & Prejudice","heard",84
"Pride & Prejudice","subject",84
"Pride & Prejudice","whom",84
"Mansfield Park","certainly",84
"Mansfield Park","least",84
"Emma","possible",84
"Persuasion","over",84
"Persuasion","same",84
"Persuasion","young",84
"Sense & Sensibility","family",83
"Sense & Sensibility","like",83
"Sense & Sensibility","morning",83
"Sense & Sensibility","till",83
"Pride & Prejudice","does",83
"Pride & Prejudice","happy",83
"Mansfield Park","comfort",83
"Mansfield Park","get",83
"Mansfield Park","heard",83
"Mansfield Park","spirits",83
"Emma","once",83
"Northanger Abbey","bath",83
"Persuasion","found",83
"Persuasion","home",83
"Pride & Prejudice","even",82
"Mansfield Park","back",82
"Mansfield Park","far",82
"Mansfield Park","looked",82
"Mansfield Park","opinion",82
"Mansfield Park","whom",82
"Emma","friends",82
"Emma","kind",82
"Northanger Abbey","having",82
"Persuasion","elizabeth",82
"Persuasion","room",82
"Mansfield Park","cousin",81
"Mansfield Park","present",81
"Mansfield Park","suppose",81
"Emma","cried",81
"Emma","suppose",81
"Emma","together",81
"Persuasion","like",81
"Pride & Prejudice","anything",80
"Pride & Prejudice","take",80
"Mansfield Park","each",80
"Mansfield Park","end",80
"Emma","else",80
"Emma","gone",80
"Emma","life",80
"Emma","world",80
"Persuasion","family",80
"Persuasion","felt",80
"Sense & Sensibility","affection",79
"Sense & Sensibility","few",79
"Pride & Prejudice","whole",79
"Mansfield Park","left",79
"Mansfield Park","oh",79
"Mansfield Park","return",79
"Mansfield Park","sort",79
"Mansfield Park","tom",79
"Emma","emma's",79
"Emma","replied",79
"Persuasion","give",79
"Sense & Sensibility","better",78
"Sense & Sensibility","heard",78
"Sense & Sensibility","yet",78
"Pride & Prejudice","aunt",78
"Pride & Prejudice","sir",78
"Mansfield Park","beyond",78
"Mansfield Park","under",78
"Emma","hour",78
"Emma","smith",78
"Emma","told",78
"Northanger Abbey","oh",78
"Persuasion","away",78
"Persuasion","ever",78
"Persuasion","way",78
"Sense & Sensibility","another",77
"Sense & Sensibility","down",77
"Sense & Sensibility","love",77
"Pride & Prejudice","daughter",77
"Pride & Prejudice","less",77
"Pride & Prejudice","like",77
"Pride & Prejudice","morning",77
"Mansfield Park","hour",77
"Mansfield Park","letter",77
"Mansfield Park","tell",77
"Mansfield Park","woman",77
"Emma","family",77
"Emma","given",77
"Emma","tell",77
"Persuasion","friend",77
"Persuasion","uppercross",77
"Sense & Sensibility","letter",76
"Pride & Prejudice","perhaps",76
"Pride & Prejudice","seen",76
"Pride & Prejudice","sisters",76
"Pride & Prejudice","upon",76
"Pride & Prejudice","yes",76
"Mansfield Park","deal",76
"Mansfield Park","evening",76
"Mansfield Park","given",76
"Mansfield Park","others",76
"Emma","happiness",76
"Emma","obliged",76
"Emma","whole",76
"Northanger Abbey","even",76
"Northanger Abbey","ever",76
"Northanger Abbey","moment",76
"Sense & Sensibility","something",75
"Pride & Prejudice","ill",75
"Pride & Prejudice","let",75
"Pride & Prejudice","place",75
"Pride & Prejudice","therefore",75
"Pride & Prejudice","while",75
"Mansfield Park","believe",75
"Mansfield Park","brought",75
"Mansfield Park","does",75
"Mansfield Park","feeling",75
"Mansfield Park","knew",75
"Mansfield Park","people",75
"Emma","find",75
"Emma","manner",75
"Emma","wanted",75
"Northanger Abbey","long",75
"Persuasion","come",75
"Persuasion","feelings",75
"Sense & Sensibility","marianne's",74
"Sense & Sensibility","once",74
"Sense & Sensibility","our",74
"Sense & Sensibility","rather",74
"Sense & Sensibility","way",74
"Pride & Prejudice","ladies",74
"Pride & Prejudice","looked",74
"Mansfield Park","against",74
"Mansfield Park","else",74
"Mansfield Park","our",74
"Emma","perry",74
"Persuasion","day",74
"Persuasion","done",74
"Persuasion","still",74
"Sense & Sensibility","feelings",73
"Sense & Sensibility","together",73
"Sense & Sensibility","wish",73
"Pride & Prejudice","down",73
"Pride & Prejudice","just",73
"Pride & Prejudice","netherfield",73
"Pride & Prejudice","nor",73
"Pride & Prejudice","our",73
"Pride & Prejudice","yet",73
"Mansfield Park","rest",73
"Emma","between",73
"Emma","seen",73
"Emma","whom",73
"Northanger Abbey","heart",73
"Northanger Abbey","last",73
"Persuasion","kellynch",73
"Persuasion","sure",73
"Sense & Sensibility","brother",72
"Sense & Sensibility","immediately",72
"Pride & Prejudice","certainly",72
"Pride & Prejudice","evening",72
"Pride & Prejudice","happiness",72
"Pride & Prejudice","still",72
"Mansfield Park","obliged",72
"Emma","able",72
"Emma","ill",72
"Emma","martin",72
"Emma","nobody",72
"Emma","three",72
"Northanger Abbey","make",72
"Persuasion","its",72
"Persuasion","sister",72
"Persuasion","those",72
"Persuasion","upon",72
"Sense & Sensibility","done",71
"Sense & Sensibility","found",71
"Sense & Sensibility","gave",71
"Sense & Sensibility","poor",71
"Pride & Prejudice","added",71
"Pride & Prejudice","both",71
"Pride & Prejudice","few",71
"Pride & Prejudice","hear",71
"Pride & Prejudice","next",71
"Pride & Prejudice","something",71
"Pride & Prejudice","tell",71
"Mansfield Park","cried",71
"Mansfield Park","seeing",71
"Mansfield Park","side",71
"Emma","hardly",71
"Emma","opinion",71
"Northanger Abbey","yes",71
"Persuasion","enough",71
"Persuasion","even",71
"Sense & Sensibility","hear",70
"Sense & Sensibility","least",70
"Sense & Sensibility","oh",70
"Sense & Sensibility","whom",70
"Mansfield Park","days",70
"Mansfield Park","general",70
"Mansfield Park","myself",70
"Mansfield Park","play",70
"Mansfield Park","state",70
"Mansfield Park","through",70
"Emma","down",70
"Emma","far",70
"Emma","immediately",70
"Emma","part",70
"Emma","short",70
"Emma","side",70
"Northanger Abbey","way",70
"Persuasion","then",70
"Sense & Sensibility","home",69
"Sense & Sensibility","spirits",69
"Sense & Sensibility","told",69
"Pride & Prejudice","half",69
"Pride & Prejudice","kitty",69
"Pride & Prejudice","same",69
"Pride & Prejudice","these",69
"Pride & Prejudice","told",69
"Mansfield Park","eyes",69
"Mansfield Park","longer",69
"Mansfield Park","park",69
"Mansfield Park","world",69
"Emma","carriage",69
"Emma","looking",69
"Northanger Abbey","just",69
"Northanger Abbey","seemed",69
"Persuasion","back",69
"Persuasion","off",69
"Sense & Sensibility","between",68
"Sense & Sensibility","far",68
"Sense & Sensibility","just",68
"Sense & Sensibility","look",68
"Sense & Sensibility","subject",68
"Sense & Sensibility","woman",68
"Pride & Prejudice","attention",68
"Pride & Prejudice","charlotte",68
"Pride & Prejudice","opinion",68
"Mansfield Park","able",68
"Mansfield Park","both",68
"Mansfield Park","hardly",68
"Mansfield Park","let",68
"Mansfield Park","mary",68
"Mansfield Park","often",68
"Mansfield Park","went",68
"Emma","left",68
"Emma","less",68
"Emma","pretty",68
"Emma","understand",68
"Northanger Abbey","cannot",68
"Northanger Abbey","eleanor",68
"Northanger Abbey","perhaps",68
"Persuasion","came",68
"Sense & Sensibility","person",67
"Sense & Sensibility","pleasure",67
"Pride & Prejudice","present",67
"Pride & Prejudice","towards",67
"Pride & Prejudice","went",67
"Mansfield Park","glad",67
"Mansfield Park","kind",67
"Mansfield Park","morning",67
"Mansfield Park","since",67
"Mansfield Park","these",67
"Emma","back",67
"Emma","elton's",67
"Emma","get",67
"Emma","perfectly",67
"Northanger Abbey","anything",67
"Northanger Abbey","world",67
"Persuasion","lyme",67
"Persuasion","while",67
"Sense & Sensibility","because",66
"Sense & Sensibility","feel",66
"Sense & Sensibility","happiness",66
"Sense & Sensibility","whole",66
"Pride & Prejudice","brother",66
"Pride & Prejudice","found",66
"Pride & Prejudice","here",66
"Pride & Prejudice","home",66
"Pride & Prejudice","marriage",66
"Pride & Prejudice","seemed",66
"Pride & Prejudice","speak",66
"Pride & Prejudice","town",66
"Pride & Prejudice","world",66
"Mansfield Park","everybody",66
"Mansfield Park","hand",66
"Mansfield Park","idea",66
"Mansfield Park","party",66
"Emma","extremely",66
"Emma","heart",66
"Emma","lady",66
"Emma","ready",66
"Emma","sir",66
"Emma","talked",66
"Emma","these",66
"Emma","towards",66
"Emma","true",66
"Emma","wife",66
"Northanger Abbey","father",66
"Northanger Abbey","over",66
"Persuasion","benwick",66
"Persuasion","henrietta",66
"Persuasion","just",66
"Sense & Sensibility","against",65
"Sense & Sensibility","hardly",65
"Sense & Sensibility","palmer",65
"Sense & Sensibility","towards",65
"Pride & Prejudice","answer",65
"Pride & Prejudice","colonel",65
"Pride & Prejudice","least",65
"Pride & Prejudice","left",65
"Pride & Prejudice","lucas",65
"Mansfield Park","once",65
"Mansfield Park","put",65
"Mansfield Park","susan",65
"Emma","afraid",65
"Emma","comfort",65
"Emma","general",65
"Emma","since",65
"Northanger Abbey","look",65
"Persuasion","another",65
"Persuasion","going",65
"Persuasion","heard",65
"Persuasion","our",65
"Persuasion","present",65
"Sense & Sensibility","acquaintance",64
"Sense & Sensibility","behaviour",64
"Sense & Sensibility","these",64
"Pride & Prejudice","character",64
"Pride & Prejudice","moment",64
"Pride & Prejudice","together",64
"Mansfield Park","doing",64
"Mansfield Park","known",64
"Mansfield Park","nor",64
"Emma","answer",64
"Emma","began",64
"Emma","either",64
"Emma","nor",64
"Emma","put",64
"Emma","situation",64
"Emma","spirits",64
"Emma","whether",64
"Northanger Abbey","house",64
"Persuasion","happy",64
"Persuasion","mind",64
"Persuasion","something",64
"Sense & Sensibility","comfort",63
"Sense & Sensibility","engagement",63
"Sense & Sensibility","opinion",63
"Pride & Prejudice","between",63
"Pride & Prejudice","each",63
"Mansfield Park","character",63
"Mansfield Park","help",63
"Mansfield Park","ill",63
"Mansfield Park","next",63
"Emma","acquaintance",63
"Emma","marry",63
"Emma","next",63
"Emma","person",63
"Emma","set",63
"Emma","under",63
"Northanger Abbey","give",63
"Northanger Abbey","mind",63
"Northanger Abbey","us",63
"Persuasion","harville",63
"Persuasion","here",63
"Persuasion","indeed",63
"Sense & Sensibility","elinor's",62
"Sense & Sensibility","friends",62
"Sense & Sensibility","knew",62
"Sense & Sensibility","three",62
"Sense & Sensibility","visit",62
"Pride & Prejudice","because",62
"Pride & Prejudice","gone",62
"Pride & Prejudice","leave",62
"Pride & Prejudice","off",62
"Mansfield Park","_that_",62
"Mansfield Park","answer",62
"Mansfield Park","course",62
"Mansfield Park","thing",62
"Mansfield Park","things",62
"Mansfield Park","voice",62
"Mansfield Park","whole",62
"Emma","therefore",62
"Emma","things",62
"Northanger Abbey","half",62
"Northanger Abbey","saw",62
"Persuasion","few",62
"Persuasion","smith",62
"Sense & Sensibility","certainly",61
"Sense & Sensibility","cottage",61
"Sense & Sensibility","here",61
"Sense & Sensibility","looked",61
"Sense & Sensibility","since",61
"Sense & Sensibility","speak",61
"Sense & Sensibility","yes",61
"Pride & Prejudice","chapter",61
"Pride & Prejudice","conversation",61
"Pride & Prejudice","kind",61
"Pride & Prejudice","married",61
"Pride & Prejudice","passed",61
"Pride & Prejudice","received",61
"Mansfield Park","spoke",61
"Emma","change",61
"Emma","course",61
"Emma","sorry",61
"Emma","through",61
"Northanger Abbey","family",61
"Northanger Abbey","morning",61
"Persuasion","acquaintance",61
"Persuasion","admiral",61
"Persuasion","down",61
"Persuasion","knew",61
"Persuasion","party",61
"Sense & Sensibility","known",60
"Sense & Sensibility","others",60
"Pride & Prejudice","coming",60
"Pride & Prejudice","immediately",60
"Pride & Prejudice","part",60
"Pride & Prejudice","seeing",60
"Pride & Prejudice","three",60
"Pride & Prejudice","uncle",60
"Mansfield Park","kindness",60
"Mansfield Park","life",60
"Mansfield Park","ready",60
"Mansfield Park","told",60
"Mansfield Park","within",60
"Emma","bad",60
"Emma","children",60
"Emma","known",60
"Emma","others",60
"Emma","talk",60
"Emma","thinking",60
"Northanger Abbey","almost",60
"Northanger Abbey","down",60
"Northanger Abbey","till",60
"Northanger Abbey","yet",60
"Persuasion","almost",60
"Persuasion","half",60
"Persuasion","moment",60
"Persuasion","rather",60
"Sense & Sensibility","going",59
"Sense & Sensibility","life",59
"Sense & Sensibility","within",59
"Pride & Prejudice","almost",59
"Pride & Prejudice","began",59
"Pride & Prejudice","either",59
"Pride & Prejudice","since",59
"Pride & Prejudice","those",59
"Pride & Prejudice","whose",59
"Mansfield Park","business",59
"Mansfield Park","minutes",59
"Mansfield Park","nature",59
"Mansfield Park","taken",59
"Mansfield Park","talk",59
"Mansfield Park","towards",59
"Emma","account",59
"Emma","assure",59
"Emma","attention",59
"Emma","dare",59
"Emma","longer",59
"Emma","mean",59
"Emma","superior",59
"Northanger Abbey","another",59
"Northanger Abbey","catherine's",59
"Northanger Abbey","enough",59
"Northanger Abbey","off",59
"Northanger Abbey","place",59
"Persuasion","morning",59
"Persuasion","woman",59
"Sense & Sensibility","attention",58
"Sense & Sensibility","brought",58
"Sense & Sensibility","each",58
"Sense & Sensibility","having",58
"Sense & Sensibility","leave",58
"Pride & Prejudice","affection",58
"Pride & Prejudice","far",58
"Pride & Prejudice","find",58
"Pride & Prejudice","known",58
"Mansfield Park","either",58
"Mansfield Park","entirely",58
"Mansfield Park","gave",58
"Mansfield Park","immediately",58
"Mansfield Park","london",58
"Mansfield Park","old",58
"Mansfield Park","yates",58
"Mansfield Park","years",58
"Mansfield Park","yourself",58
"Emma","exactly",58
"Emma","leave",58
"Emma","taken",58
"Northanger Abbey","better",58
"Northanger Abbey","come",58
"Northanger Abbey","felt",58
"Northanger Abbey","home",58
"Northanger Abbey","hope",58
"Persuasion","seen",58
"Persuasion","wish",58
"Persuasion","years",58
"Persuasion","yet",58
"Sense & Sensibility","off",57
"Sense & Sensibility","short",57
"Pride & Prejudice","going",57
"Pride & Prejudice","knew",57
"Pride & Prejudice","look",57
"Pride & Prejudice","means",57
"Pride & Prejudice","meryton",57
"Pride & Prejudice","mind",57
"Pride & Prejudice","once",57
"Pride & Prejudice","party",57
"Mansfield Park","attention",57
"Mansfield Park","different",57
"Mansfield Park","dr",57
"Mansfield Park","early",57
"Mansfield Park","fine",57
"Mansfield Park","impossible",57
"Mansfield Park","possible",57
"Emma","equal",57
"Emma","making",57
"Emma","mother",57
"Emma","years",57
"Northanger Abbey","few",57
"Persuasion","clay",57
"Persuasion","once",57
"Persuasion","perhaps",57
"Persuasion","shall",57
"Sense & Sensibility","continued",56
"Sense & Sensibility","does",56
"Sense & Sensibility","eyes",56
"Sense & Sensibility","half",56
"Sense & Sensibility","manner",56
"Sense & Sensibility","seen",56
"Sense & Sensibility","side",56
"Pride & Prejudice","another",56
"Pride & Prejudice","life",56
